borough_code,year,diversion
212,2014,17.24244912857013
212,2015,17.993049697784976
212,2016,18.586782684608423
212,2017,20.376795990413093
212,2018,23.609676167478767
212,2019,23.50115861200518
301,2009,15.33042438448807
301,2010,15.34867129226428
301,2011,14.882623432329936
301,2012,14.796505865672838
301,2013,14.84696160770968
301,2014,15.143192505166741
301,2015,15.832794054824534
301,2016,16.543236245688835
301,2017,17.10170570025533
301,2018,17.759079584566706
301,2019,18.144598801935828
302,2009,24.644500148306687
302,2010,24.698104943159898
302,2011,24.022701537538026
302,2012,22.670733411708607
302,2013,22.42049017637651
302,2014,23.132960311188803
302,2015,24.42565008836152
302,2016,25.517520602870686
302,2017,27.297153020409294
302,2018,28.55216068167986
302,2019,28.59966948928225
303,2009,10.344662111530695
303,2010,10.33392393681928
303,2011,9.63590111492266
303,2012,9.726377140499277
303,2013,10.342616784331165
303,2014,11.22240602148773
303,2015,12.531929195608335
303,2016,13.805541263916101
303,2017,14.303134131039203
303,2018,14.805047934818926
303,2019,15.553718432915051
304,2009,11.236289709356507
304,2010,11.148097982047336
304,2011,10.946140543526148
304,2012,11.199905015891574
304,2013,11.831832110042875
304,2014,12.669560499186108
304,2015,13.719362730300254
304,2016,15.047747244982768
304,2017,15.69913900063917
304,2018,16.74514720906474
304,2019,17.424812030075188
305,2009,11.926626853069209
305,2010,11.393302746436468
305,2011,10.586463092247959
305,2012,10.501376627159427
305,2013,10.908761172762208
305,2014,11.051998905035644
305,2015,11.363306646153637
305,2016,11.901548311551574
305,2017,12.00789844851904
305,2018,12.38151990018356
305,2019,12.643499869419669
306,2009,30.129171401405348
306,2010,29.67227914007391
306,2011,28.941800676331663
306,2012,28.12817678402964
306,2013,28.547176671540715
306,2014,31.083748302399282
306,2015,33.23556255899401
306,2016,35.67832888689489
306,2017,35.28189236212103
306,2018,34.19477615981476
306,2019,34.19860871189132
307,2009,19.010218319857174
307,2010,18.403991471710153
307,2011,17.731472185165817
307,2012,17.72989595612731
307,2013,18.395078890665182
307,2014,20.563405962257264
307,2015,21.279080500363197
307,2016,21.39936085738063
307,2017,22.0461583267458
307,2018,22.103276451742815
307,2019,21.675442795595984
308,2009,13.645223146060914
308,2010,13.674964096383624
308,2011,13.398344794012045
308,2012,13.385876501624978
308,2013,13.7912188983767
308,2014,14.508774649468394
308,2015,15.372379389072163
308,2016,16.44536585890527
308,2017,17.16344526730109
308,2018,17.377402532395557
308,2019,17.785664028595935
309,2009,11.156000924782058
309,2010,10.950472169124987
309,2011,10.646964929924433
309,2012,10.716883536733206
309,2013,11.121070859347848
309,2014,11.77895672235213
309,2015,12.32389643391041
309,2016,13.207625544891219
309,2017,13.501377594310387
309,2018,14.139140685531212
309,2019,14.552331054418211
310,2009,22.191559861242016
310,2010,21.629206179030263
310,2011,20.754527628958304
310,2012,20.5372539603479
310,2013,21.021266092882904
310,2014,22.883928129485714
310,2015,24.151081515065652
310,2016,25.39170362107363
310,2017,26.201784038122454
310,2018,25.04055186182065
310,2019,24.13122243226214
311,2009,19.1407939509565
311,2010,18.73157255677489
311,2011,18.138768874187086
311,2012,17.58165492487215
311,2013,18.096236109040447
311,2014,18.246061430352487
311,2015,18.305589533585067
311,2016,18.55457582440707
311,2017,19.82766301896776
311,2018,19.707214050268647
311,2019,19.21487631641384
312,2009,15.254348686062505
312,2010,14.997312196037264
312,2011,14.586951249090472
312,2012,14.438840236599018
312,2013,14.58854787930933
312,2014,14.88895698133724
312,2015,14.988620670671784
312,2016,15.103289036506323
312,2017,15.617697776819128
312,2018,15.970844982949812
312,2019,15.812293379362806
313,2009,13.965712056604026
313,2010,13.862824065013852
313,2011,13.221804437010645
313,2012,11.546738549990566
313,2013,12.362569922001578
313,2014,13.034942535003887
313,2015,13.975803374050685
313,2016,15.519604585479316
313,2017,17.066824810261963
313,2018,17.234559529863823
313,2019,17.74307078662001
314,2009,13.880581410587729
314,2010,13.817284130004065
314,2011,13.347011547532036
314,2012,13.272219473373589
314,2013,13.225578530363787
314,2014,13.573786942750774
314,2015,13.91825133856755
314,2016,14.581887669077148
314,2017,14.686786216899414
314,2018,15.238338247245235
314,2019,15.603287552979122
315,2009,19.964588240092944
315,2010,19.319815653876944
315,2011,18.922572765275532
315,2012,17.28147108694381
315,2013,17.674142886085832
315,2014,18.455493547208164
315,2015,18.701588744021997
315,2016,18.9580663382754
315,2017,20.604290113464398
315,2018,21.14255277245627
315,2019,20.42113929544631
316,2009,9.67777261690325
316,2010,9.630424359609203
316,2011,9.370298732000858
316,2012,9.231936368151228
316,2013,9.55504110102125
316,2014,9.870688316930053
316,2015,10.129066724477001
316,2016,10.750822681381658
316,2017,11.686697647917667
316,2018,12.04887179522212
316,2019,12.324496215132557
317,2009,13.641767948990369
317,2010,13.28037712425976
317,2011,12.90712521794365
317,2012,13.00594235123377
317,2013,13.1649799761879
317,2014,13.402486474624626
317,2015,13.702873028716855
317,2016,14.082768063970432
317,2017,14.25974908997438
317,2018,14.452518719112653
317,2019,14.577968945068667
318,2009,17.820640602220408
318,2010,17.478453576349313
318,2011,16.75183331539034
318,2012,15.62617623170031
318,2013,16.142671264567614
318,2014,16.556058713304182
318,2015,16.909148599725356
318,2016,17.538753027281825
318,2017,17.553057347683875
318,2018,17.36856972552299
318,2019,17.418454701378028
401,2009,19.60612282708388
401,2010,19.904319115962537
401,2011,19.695213140300606
401,2012,19.44020414581095
401,2013,19.851999058651252
401,2014,20.822267504933343
401,2015,21.55843943177631
401,2016,22.776396178128287
401,2017,23.21456782937679
401,2018,23.52531011884638
401,2019,23.853774324221696
402,2009,19.424779968784975
402,2010,18.9586097914282
402,2011,18.773419480642318
402,2012,18.801106761979412
402,2013,18.962153918059606
402,2014,19.62941269927842
402,2015,20.165515696218485
402,2016,20.89298802277994
402,2017,21.483157771850895
402,2018,23.08654435042138
402,2019,23.308239675178548
403,2009,14.103982966233206
403,2010,13.739201719991028
403,2011,13.482458706811714
403,2012,13.295965188300896
403,2013,13.521523736529318
403,2014,13.579483210197449
403,2015,13.98444312356493
403,2016,14.615248383954665
403,2017,14.833212949463883
403,2018,14.763448282907591
403,2019,14.628065755751882
404,2009,13.054103365667965
404,2010,12.728108011536204
404,2011,12.667425746010286
404,2012,12.446514826073193
404,2013,12.898889223186663
404,2014,13.146026339179748
404,2015,13.654310649106172
404,2016,14.708740839323708
404,2017,15.46295158241997
404,2018,15.63287075904983
404,2019,15.776211189440525
405,2009,20.857860612643353
405,2010,20.149556286319203
405,2011,20.05347277421219
405,2012,19.39630435724186
405,2013,19.94206794969549
405,2014,21.708079297519077
405,2015,23.091305788019902
405,2016,24.38950358587103
405,2017,25.210304328789828
405,2018,23.88744866391437
405,2019,24.170913377882215
406,2009,20.90272124528852
406,2010,20.317867448357987
406,2011,19.755180432946513
406,2012,19.78041479833891
406,2013,19.757818207950553
406,2014,20.4388329246234
406,2015,21.184799145901355
406,2016,21.813798132335986
406,2017,21.75184227370455
406,2018,21.93378550550851
406,2019,21.61915964097977
407,2009,18.688324081945627
407,2010,18.373788305190747
407,2011,17.8274347230394
407,2012,17.097092449654692
407,2013,17.591168045318486
407,2014,17.78226071749203
407,2015,18.11059063503142
407,2016,18.641927540589922
407,2017,19.737686961776706
407,2018,21.752272145750158
407,2019,20.982508739358053
408,2009,19.076075129558628
408,2010,19.0115123575612
408,2011,18.241547740947528
408,2012,18.094410189781676
408,2013,18.253928973898212
408,2014,18.259164018430972
408,2015,18.506642751136525
408,2016,19.371694705403
408,2017,20.6371565626294
408,2018,21.096585106402628
408,2019,20.689059666695446
409,2009,17.0698984005292
409,2010,16.766626682660267
409,2011,16.392364381063423
409,2012,16.418123279810604
409,2013,16.84670442305688
409,2014,17.433114841239437
409,2015,18.076709110606277
409,2016,19.006284274391835
409,2017,19.950927127960618
409,2018,23.149138876282418
409,2019,23.13514596833456
410,2009,18.37835754042266
410,2010,17.86147618129656
410,2011,16.97462389562322
410,2012,16.63830133600707
410,2013,16.511823336446394
410,2014,16.963216739422737
410,2015,18.878412426296787
410,2016,23.00607236279138
410,2017,21.722557224890892
410,2018,20.48671111135338
410,2019,19.845382871644258
411,2009,22.809698204425473
411,2010,22.43423864392652
411,2011,21.620652125174765
411,2012,21.05668433854911
411,2013,21.953276436634475
411,2014,22.51573978043921
411,2015,22.88609259004674
411,2016,24.372683297301727
411,2017,30.10867033734823
411,2018,27.817413246489963
411,2019,26.755159878843248
412,2009,14.075742980715154
412,2010,14.014675752716906
412,2011,13.477811212217519
412,2012,13.470924878305487
412,2013,13.852632971539764
412,2014,14.348732042253909
412,2015,14.960495626980514
412,2016,15.979620541859624
412,2017,16.032085071079187
412,2018,16.068409606064527
412,2019,16.222301440919214
413,2009,17.92807180162976
413,2010,17.586509575727405
413,2011,17.094733776610095
413,2012,16.781209897656588
413,2013,17.48214162546671
413,2014,17.647433249416082
413,2015,18.27495643466245
413,2016,19.328257648087828
413,2017,18.84682982528229
413,2018,23.4207675280298
413,2019,22.833897760651862
414,2009,13.822525170408353
414,2010,12.926887212686344
414,2011,12.210500816409242
414,2012,11.304040374686386
414,2013,10.358016631385969
414,2014,11.473408157191034
414,2015,12.168496288570967
414,2016,13.642589500313246
414,2017,14.525376630700675
414,2018,16.50398570292779
414,2019,17.227355259015166
501,2009,18.809382625807565
501,2010,18.406818931588198
501,2011,17.812494628355896
501,2012,17.694585046891802
501,2013,19.049170205362074
501,2014,19.97433313141019
501,2015,20.796953076098827
501,2016,21.742439373349466
501,2017,22.02177776524021
501,2018,22.40220895081101
501,2019,22.555028689628536
502,2009,20.490966700179754
502,2010,20.109419770495222
502,2011,19.46918312305043
502,2012,18.587178440179663
502,2013,19.2858079191888
502,2014,20.043843879042843
502,2015,20.272089951788473
502,2016,20.79961708839412
502,2017,20.6379190239128
502,2018,20.31458503533633
502,2019,20.230997690023102
503,2009,21.27105829712365
503,2010,20.7661447378671
503,2011,20.120776661647216
503,2012,19.433957445227684
503,2013,20.119428172716507
503,2014,20.528815994141883
503,2015,20.391848783507115
503,2016,20.957796259517696
503,2017,20.702096981913876
503,2018,20.57200695901252
503,2019,20.588163655870336
