year,borough_code,percent_recycled
2016,105,25.150094606477634
2016,106,25.38368152586502
2016,107,28.226007459188125
2016,108,27.576585606152573
2016,109,19.160574380820243
2016,110,15.563000670608695
2016,111,15.610088699216625
2016,112,16.805411567370424
2016,201,11.230769293935682
2016,202,13.627571314560909
2016,203,13.209373194462401
2016,204,11.209721238694753
2016,205,13.024747101872778
2016,206,12.453945787824276
2016,207,14.951984887442222
2016,208,23.121930878557063
2016,209,11.83305730799649
2016,210,22.263452877595828
2016,211,16.304824648842935
2016,212,18.601504664836803
2016,301,16.545664797700187
2016,302,25.48824368403034
2016,303,13.787246834133802
2016,304,15.051139142040265
2016,305,11.895106978662163
2016,306,35.627764470387966
2016,307,21.378050570772075
2016,308,16.417687432378013
2016,309,13.201481534581212
2016,310,25.34643066884655
2016,311,18.552543499662672
2016,312,15.08942302854467
2016,313,15.54105045718608
2016,314,14.583903471374784
2016,315,18.955457483052527
2016,316,10.756850870376084
2016,317,14.093187065529165
2016,318,17.57150813468493
2016,401,22.77200952439789
2016,402,20.912378854586223
2016,403,14.635433443660267
2016,404,14.707186209269032
2016,405,24.357455993832975
2016,406,21.825059260621686
2016,407,18.683462239581303
2016,408,19.40891858379984
2016,409,19.050278366596157
2016,410,23.087239025699628
2016,411,24.43013087778839
2016,412,16.05648830099558
2016,413,19.46067039536712
2016,414,13.696911386155021
2016,501,21.747684543955227
2016,502,20.85498184305843
2016,503,21.01176677009844
2017,101,31.04099940311484
2017,102,28.018092636064377
2017,103,18.261136537790915
2017,104,26.56924093155499
2017,105,24.683409435058852
2017,106,25.107951648248118
2017,107,27.877746756940244
2017,108,26.825717391110143
2017,109,19.667535875871405
2017,110,15.623769770060553
2017,111,15.41054507323819
2017,112,16.418679080718444
2017,201,11.449892738275205
2017,202,13.720793146632039
2017,203,12.341560926764009
2017,204,11.596973321586084
2017,205,12.666031344815112
2017,206,12.83976112694323
2017,207,15.331338200162497
2017,208,23.003370413397423
2017,209,11.967920500315612
2017,210,23.443191175805794
2017,211,17.934865256631678
2017,212,20.452400270475007
2017,301,17.12378260108765
2017,302,27.2592510651067
2017,303,14.297714561078541
2017,304,15.711838240599826
2017,305,12.034132809257654
2017,306,35.29831574760214
2017,307,22.057171384492364
2017,308,17.161755846473493
2017,309,13.511085417645445
2017,310,26.214522558683495
2017,311,19.82511001256984
2017,312,15.641294372182957
2017,313,17.06381555541562
2017,314,14.69574749661116
2017,315,20.604097063623254
2017,316,11.647104235696723
